artist,album,song,time,feat,type,tempo,arc,inst1,inst2,inst3,tag1,tag2,tag3,kw1,kw2,kw3,style1,style2,style3,genre1,genre2,genre3,
Ritchie Greene,,A Pair Of Ideal Landscapes,11:59,,instr,3,Steady,Woodwinds,Horns,Vocal,Ethereal,Pensive,Reflective,Minimal,Organic,Ethereal,Science Fiction,Drama,Documentary,Orchestral,Experimental,Cinematic,
Ritchie Greene,,"Time And Again, I. Breath And Beat",3:32,,instr,3,Steady,Strings,Piano,Percussion,Ethereal,Pensive,Reflective,Uplifting,Organic,Ethereal,Science Fiction,Drama,Documentary,Orchestral,Experimental,Cinematic,
Ritchie Greene,,"Time And Again, II. Near And Far",1:48,,instr,3,Steady,Strings,Piano,Vocal,Positive,Imaginative,Emotional,Hopeful,Playful,Ethereal,Science Fiction,Drama,Documentary,Orchestral,Experimental,Cinematic,
Ritchie Greene,,"Time And Again, III. To Stop And Start",2:25,,instr,3,Steady,Strings,Piano,Vocal,Confident,Imaginative,Emotional,Hopeful,Playful,Ethereal,Science Fiction,Drama,Documentary,Orchestral,Experimental,Cinematic,
Ritchie Greene,,"Time And Again, IV. Mismatch Happenings",5:24,,instr,3,Steady,Strings,Piano,Vocal,Hopeful,Meandering,Organic,Pensive,Imaginative,Ethereal,Science Fiction,Drama,Documentary,Orchestral,Experimental,Cinematic,
Ritchie Greene,,"Time And Again, Prelude",1:19,,instr,3,Steady,Strings,Piano,Vocal,Hopeful,Meandering,Organic,Pensive,Imaginative,Ethereal,Science Fiction,Drama,Documentary,Orchestral,Experimental,Cinematic,
Ritchie Greene,,"Time And Again, V. Backwards With Grace",2:45,,instr,3,Steady,Strings,Piano,Vocal,Hopeful,Meandering,Organic,Pensive,Imaginative,Ethereal,Science Fiction,Drama,Documentary,Orchestral,Experimental,Cinematic,
Dom Flemons,,Big Head Joe's March,1:21,,instr,3,Steady,Acoustic Guitar,Percussion,Bass,Gritty,Energetic,Organic,Confident,Burdened,Soulful,Documentary,Drama,Road Trip ,"Blues, Roots & Jazz",Folk & Americana,,
Dom Flemons,,But They Got It Fixed Right On,2:48,,instr,3,Steady,Acoustic Guitar,Percussion,Bass,Gritty,Energetic,Organic,Confident,Burdened,Soulful,Documentary,Drama,Road Trip ,"Blues, Roots & Jazz",Folk & Americana,,
Dom Flemons,,Clock On The Wall,4:01,,instr,3,Steady,Acoustic Guitar,Percussion,Bass,Gritty,Energetic,Organic,Confident,Burdened,Soulful,Documentary,Drama,Road Trip ,"Blues, Roots & Jazz",Folk & Americana,,
Dom Flemons,,Georgia Drumbeat,2:51,,instr,3,Steady,Acoustic Guitar,Percussion,Bass,Gritty,Energetic,Organic,Confident,Burdened,Soulful,Documentary,Drama,Road Trip ,"Blues, Roots & Jazz",Folk & Americana,,
Dom Flemons,,Going Backwards Up The Mountain,1:26,,instr,3,Steady,Acoustic Guitar,Percussion,Bass,Gritty,Energetic,Organic,Confident,Burdened,Soulful,Documentary,Drama,Road Trip ,"Blues, Roots & Jazz",Folk & Americana,,
Dom Flemons,,Grotto Beat,2:20,,instr,3,Steady,Acoustic Guitar,Percussion,Bass,Gritty,Energetic,Organic,Confident,Burdened,Soulful,Documentary,Drama,Road Trip ,"Blues, Roots & Jazz",Folk & Americana,,
Dom Flemons,,Have I Stayed Away Too Long,2:53,,instr,3,Steady,Acoustic Guitar,Percussion,Bass,Gritty,Energetic,Organic,Confident,Burdened,Soulful,Documentary,Drama,Road Trip ,"Blues, Roots & Jazz",Folk & Americana,,
Dom Flemons,,Have I Stayed Away Too Long,3:15,,instr,3,Steady,Acoustic Guitar,Percussion,Bass,Gritty,Energetic,Organic,Confident,Burdened,Soulful,Documentary,Drama,Road Trip ,"Blues, Roots & Jazz",Folk & Americana,,
Dom Flemons,,Hot Chicken,3:04,,instr,3,Steady,Acoustic Guitar,Percussion,Bass,Gritty,Energetic,Organic,Confident,Burdened,Soulful,Documentary,Drama,Road Trip ,"Blues, Roots & Jazz",Folk & Americana,,
Dom Flemons,,Hot Chicken 1,3:20,,instr,3,Steady,Acoustic Guitar,Percussion,Bass,Gritty,Energetic,Organic,Confident,Burdened,Soulful,Documentary,Drama,Road Trip ,"Blues, Roots & Jazz",Folk & Americana,,
Dom Flemons,,I Can't Do It Anymore,2:18,,instr,3,Steady,Acoustic Guitar,Percussion,Bass,Gritty,Energetic,Organic,Confident,Burdened,Soulful,Documentary,Drama,Road Trip ,"Blues, Roots & Jazz",Folk & Americana,,
Dom Flemons,,It's A Good Thing,2:45,,instr,3,Steady,Acoustic Guitar,Percussion,Bass,Gritty,Energetic,Organic,Confident,Burdened,Soulful,Documentary,Drama,Road Trip ,"Blues, Roots & Jazz",Folk & Americana,,
Dom Flemons,,Keep On Truckin,2:46,,instr,3,Steady,Acoustic Guitar,Percussion,Bass,Gritty,Energetic,Organic,Confident,Burdened,Soulful,Documentary,Drama,Road Trip ,"Blues, Roots & Jazz",Folk & Americana,,
Dom Flemons,,Marching Up To Prospect Hill,1:28,,instr,3,Steady,Acoustic Guitar,Percussion,Bass,Gritty,Energetic,Organic,Confident,Burdened,Soulful,Documentary,Drama,Road Trip ,"Blues, Roots & Jazz",Folk & Americana,,
Dom Flemons,,Milwaukee Blues,2:42,,instr,3,Steady,Acoustic Guitar,Percussion,Bass,Gritty,Energetic,Organic,Confident,Burdened,Soulful,Documentary,Drama,Road Trip ,"Blues, Roots & Jazz",Folk & Americana,,
Dom Flemons,,My Money Never Runs Out,3:05,,instr,3,Steady,Acoustic Guitar,Percussion,Bass,Gritty,Energetic,Organic,Confident,Burdened,Soulful,Documentary,Drama,Road Trip ,"Blues, Roots & Jazz",Folk & Americana,,
Dom Flemons,,Polly Put The Kettle On,2:19,,instr,3,Steady,Acoustic Guitar,Percussion,Bass,Gritty,Energetic,Organic,Confident,Burdened,Soulful,Documentary,Drama,Road Trip ,"Blues, Roots & Jazz",Folk & Americana,,
Dom Flemons,,San Francisco Baby,3:32,,instr,3,Steady,Acoustic Guitar,Percussion,Bass,Gritty,Energetic,Organic,Confident,Burdened,Soulful,Documentary,Drama,Road Trip ,"Blues, Roots & Jazz",Folk & Americana,,
Dom Flemons,,Sonoran Church Two-Step,2:41,,instr,3,Steady,Acoustic Guitar,Percussion,Bass,Gritty,Energetic,Organic,Confident,Burdened,Soulful,Documentary,Drama,Road Trip ,"Blues, Roots & Jazz",Folk & Americana,,
Dom Flemons,,Til The Seas Run Dry,3:03,,instr,3,Steady,Acoustic Guitar,Percussion,Bass,Gritty,Energetic,Organic,Confident,Burdened,Soulful,Documentary,Drama,Road Trip ,"Blues, Roots & Jazz",Folk & Americana,,
Dom Flemons,,Til' The Seas Run Dry,3:00,,instr,3,Steady,Acoustic Guitar,Percussion,Bass,Gritty,Energetic,Organic,Confident,Burdened,Soulful,Documentary,Drama,Road Trip ,"Blues, Roots & Jazz",Folk & Americana,,
Dom Flemons,,Too Long I've Been Gone,2:53,,instr,3,Steady,Acoustic Guitar,Percussion,Bass,Gritty,Energetic,Organic,Confident,Burdened,Soulful,Documentary,Drama,Road Trip ,"Blues, Roots & Jazz",Folk & Americana,,
The Singer And The Songwriter,,A Borrowed Room In A Borrowed House,3:10,,vox,3,Steady,Acoustic Guitar,Piano,Vocal,Bright,Hopeful,Calm,Confident,Soulful,Stirring,Drama,Romantic Comedy,Road Trip ,Indie Pop,Folk & Americana,,
The Singer And The Songwriter,,Dry Spell,3:44,,vox,3,Steady,Acoustic Guitar,Piano,Vocal,Pensive,Hopeful,Calm,Confident,Soulful,Stirring,Drama,Romantic Comedy,Road Trip ,Indie Pop,Folk & Americana,,
The Singer And The Songwriter,,Half The Week,2:59,,vox,3,Steady,Acoustic Guitar,Piano,Vocal,Upbeat,Hopeful,Calm,Happy,Soulful,Stirring,Drama,Romantic Comedy,Road Trip ,Indie Pop,Folk & Americana,,
The Singer And The Songwriter,,Homebody,2:28,,vox,2,Steady,Acoustic Guitar,Piano,Horns,Pensive,Hopeful,Calm,Confident,Soulful,Stirring,Drama,Romantic Comedy,Road Trip ,Indie Pop,Folk & Americana,,
The Singer And The Songwriter,,If You Follow Me - If I Follow You,5:00,,vox,2,Ascending,Acoustic Guitar,Piano,Vocal,Pensive,Hopeful,Calm,Confident,Soulful,Stirring,Drama,Romantic Comedy,Road Trip ,Indie Pop,Folk & Americana,,
The Singer And The Songwriter,,If You Followed Me (Instrumental),4:58,,instr,2,Steady,Acoustic Guitar,Piano,Drums,Pensive,Hopeful,Calm,Confident,Soulful,Stirring,Drama,Romantic Comedy,Road Trip ,Indie Pop,Folk & Americana,,
The Singer And The Songwriter,,Impractical Art (Instrumental),3:34,,instr,2,Steady,Acoustic Guitar,Piano,Strings,Pensive,Hopeful,Calm,Confident,Soulful,Stirring,Drama,Romantic Comedy,Road Trip ,Indie Pop,Folk & Americana,,
The Singer And The Songwriter,,Impractical Art,3:32,,vox,2,Steady,Acoustic Guitar,Piano,Vocal,Pensive,Hopeful,Calm,Confident,Soulful,Stirring,Drama,Romantic Comedy,Road Trip ,Indie Pop,Folk & Americana,,
The Singer And The Songwriter,,Lullaby (For Malcolm),3:03,,vox,1,Ascending,Acoustic Guitar,Piano,Vocal,Pensive,Hopeful,Calm,Confident,Soulful,Stirring,Drama,Romantic Comedy,Road Trip ,Indie Pop,Folk & Americana,,
The Singer And The Songwriter,,My Favorite Person (Instrumental),2:54,,instr,1,Steady,Acoustic Guitar,Piano,Vocal,Pensive,Reflective,Calm,Emotional,Soulful,Soothing,Drama,Wedding,Road Trip ,Indie Pop,Folk & Americana,,
The Singer And The Songwriter,,My Favorite Person,2:54,Featured,vox,1,Steady,Acoustic Guitar,Piano,Vocal,Pensive,Reflective,Calm,Emotional,Soulful,Stirring,Drama,Wedding,Road Trip ,Indie Pop,Folk & Americana,,
The Singer And The Songwriter,,Nights And Weekends (Instrumental),3:44,,instr,2,Steady,Acoustic Guitar,Piano,Vocal,Pensive,Hopeful,Calm,Confident,Soulful,Stirring,Drama,Romantic Comedy,Road Trip ,Indie Pop,Folk & Americana,,
The Singer And The Songwriter,,Nights And Weekends,3:43,,vox,2,Steady,Acoustic Guitar,Piano,Vocal,Pensive,Hopeful,Calm,Confident,Soulful,Stirring,Drama,Romantic Comedy,Road Trip ,Indie Pop,Folk & Americana,,
The Singer And The Songwriter,,Old Fashioned,3:19,,vox,3,Ascending,Acoustic Guitar,Piano,Vocal,Bouncy,Upbeat,Calm,Confident,Happy,Stirring,Drama,Wedding,Road Trip ,Indie Pop,Folk & Americana,,
The Singer And The Songwriter,,Out Of The Fog,3:33,,vox,2,Steady,Acoustic Guitar,Piano,Vocal,Light ,Hopeful,Calm,Confident,Soulful,Stirring,Drama,Wedding,Road Trip ,Indie Pop,Folk & Americana,,
The Singer And The Songwriter,,Over The Town,2:25,,vox,3,Steady,Acoustic Guitar,Piano,Vocal,Pensive,Hopeful,Calm,Confident,Soulful,Stirring,Drama,Romantic Comedy,Road Trip ,Indie Pop,Folk & Americana,,
The Singer And The Songwriter,,Pacific Coast Highway,3:02,,vox,3,Steady,Acoustic Guitar,Piano,Vocal,Bouncy,Fun,Calm,Confident,Soulful,Stirring,Drama,Romantic Comedy,Road Trip ,Indie Pop,Folk & Americana,,
The Singer And The Songwriter,,Someday,2:18,,vox,3,Steady,Acoustic Guitar,Piano,Vocal,Pensive,Hopeful,Calm,Confident,Soulful,Stirring,Drama,Romantic Comedy,Road Trip ,Indie Pop,Folk & Americana,,
The Singer And The Songwriter,,Summer Song,5:55,,vox,3,Steady,Acoustic Guitar,Piano,Vocal,Pensive,Hopeful,Calm,Confident,Soulful,Stirring,Drama,Romantic Comedy,Road Trip ,Indie Pop,Folk & Americana,,
The Singer And The Songwriter,,The Art Of Missing You,2:19,,vox,3,Steady,Acoustic Guitar,Piano,Vocal,Pensive,Hopeful,Calm,Confident,Soulful,Stirring,Drama,Romantic Comedy,Road Trip ,Indie Pop,Folk & Americana,,
The Singer And The Songwriter,,Unlove You,2:52,,vox,3,Ascending,Acoustic Guitar,Piano,Vocal,Optimistic,Hopeful,Light ,Confident,Soulful,Stirring,Drama,Romantic Comedy,Road Trip ,Indie Pop,Folk & Americana,,
The Singer And The Songwriter,,We'll Get By (Instrumental),3:32,,instr,3,Steady,Acoustic Guitar,Piano,Vocal,Pensive,Hopeful,Calm,Confident,Soulful,Stirring,Drama,Romantic Comedy,Road Trip ,Indie Pop,Folk & Americana,,
The Singer And The Songwriter,,We'll Get By,3:33,,vox,3,Steady,Acoustic Guitar,Piano,Vocal,Pensive,Hopeful,Calm,Confident,Soulful,Stirring,Drama,Romantic Comedy,Road Trip ,Indie Pop,Folk & Americana,,
Digital Woods,,Beneath The Sun (Feat. Elisa Coia),4:56,,vox,3,Multiple Build,Electric Piano,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Electronic,Funk,Pop,
Digital Woods,,Beneath The Sun (Instrumental),4:56,,instr,3,Steady,Electric Piano,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Electronic,Funk,Pop,
Digital Woods,,Centuries (Feat.Lv),3:01,,vox,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Electronic,Funk,Pop,
Digital Woods,,Centuries (Instrumental),3:01,,instr,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Electronic,Funk,Pop,
Digital Woods,,Fallin' (Feat.Quez),3:59,,vox,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Electronic,Funk,Pop,
Digital Woods,,Fallin' (Instrumental),4:00,,vox,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Electronic,Funk,Pop,
Digital Woods,,In My Spaceship (Instrumental),2:18,,instr,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Electronic,Funk,Pop,
Digital Woods,,Keep On (Clean),3:25,,vox,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Electronic,Funk,Pop,
Digital Woods,,Keep On (Instrumental),3:25,,instr,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Electronic,Funk,Pop,
Digital Woods,,Keep On,3:25,,vox,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Electronic,Funk,Pop,
Digital Woods,,Let It Go (Clean),3:47,,vox,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Electronic,Funk,Hip Hop,
Digital Woods,,Let It Go (Instrumental),3:47,,instr,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Electronic,Funk,Hip Hop,
Digital Woods,,Let It Go,3:47,,vox,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Electronic,Funk,Hip Hop,
Digital Woods,,Neptune (Feat. Kay Renee & J.Lately),5:33,,vox,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Electronic,Funk,Hip Hop,
Digital Woods,,Neptune (Instrumental),5:28,,instr,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Electronic,Funk,Hip Hop,
Digital Woods,,Slow (Feat. Emily Clibourn),4:22,,vox,2,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Electronic,Funk,Downtempo,
Digital Woods,,Slow (Instrumental),4:22,,instr,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Electronic,Funk,Downtempo,
Digital Woods,,Spaceship (Feat. Stan Ipcus & Elisa Coia),2:19,,vox,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Electronic,Funk,Pop,
Digital Woods,,Still Dreamin Instrumental Copy,3:24,,instr,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Electronic,Funk,Pop,
Digital Woods,,Still Dreamin Master Copy,3:24,,vox,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Rock & Roll,Hip Hop,Pop,
Digital Woods,,Taking Me Over (Clean),4:02,,vox,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Hip Hop,Funk,Pop,
Digital Woods,,Taking Me Over (Feat. Deuce Eclipse And Alex Carbonel),4:04,,vox,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Hip Hop,Funk,Pop,
Digital Woods,,Taking Me Over Feat. Deuce Eclipse And Alex Carbonel [Prince Cobra Remix] (Clean Edit),3:55,,vox,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Hip Hop,Funk,Pop,
Digital Woods,,Taking Me Over Ft. Deuce Eclipse And Alex Carbonel [Prince Cobra Remix] (Instrumental),3:55,,instr,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Hip Hop,Funk,Pop,
Digital Woods,,Taking Me Over Ft. Deuce Eclipse And Alex Carbonel [Prince Cobra Remix],3:55,,vox,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Hip Hop,Funk,Pop,
Digital Woods,,Taking Me Over (Instrumental),3:28,,instr,3,Steady,Electric Guitar,Drum Machine,Synthesizer,Fun,Sexy,Upbeat,Youthful,Soulful,Electronic,Business,Indie,LookBook Video,Hip Hop,Funk,Pop,
Hazel Ra,,A Secret River,3:56,,vox,3,Steady,Acoustic Guitar,Woodwinds,,Reflective,Intimate,Human,Emotional,Stirring,Sombre,Drama,Documentary,Indie,Folk & Americana,,,
Hazel Ra,,Eternity,2:51,,vox,3,Steady,Acoustic Guitar,,,Reflective,Intimate,Human,Emotional,Stirring,Sombre,Drama,Documentary,Indie,Folk & Americana,,,
Hazel Ra,,Gentle Wolves are the most dangerous of all,3:03,,vox,3,Steady,Acoustic Guitar,,,Reflective,Intimate,Human,Emotional,Stirring,Sombre,Drama,Documentary,Indie,Folk & Americana,,,
Hazel Ra,,Plum Tree,3:56,,vox,3,Steady,Acoustic Guitar,,,Reflective,Intimate,Human,Emotional,Stirring,Sombre,Drama,Documentary,Indie,Folk & Americana,,,
Hazel Ra,,Red,2:46,,vox,3,Steady,Acoustic Guitar,,,Reflective,Intimate,Human,Emotional,Stirring,Sombre,Drama,Documentary,Indie,Folk & Americana,,,
Hazel Ra,,The End of the Earth,4:07,,vox,3,Steady,Acoustic Guitar,,,Reflective,Intimate,Human,Emotional,Stirring,Sombre,Drama,Documentary,Indie,Folk & Americana,,,
Hazel Ra,,The Tide,3:06,,vox,3,Steady,Acoustic Guitar,,,Reflective,Intimate,Human,Emotional,Stirring,Sombre,Drama,Documentary,Indie,Folk & Americana,,,
Hazel Ra,,The Wild,2:46,,vox,3,Steady,Acoustic Guitar,,,Reflective,Intimate,Human,Emotional,Stirring,Sombre,Drama,Documentary,Indie,Folk & Americana,,,
Hazel Ra,,Unknown Shores,3:07,,vox,3,Steady,Acoustic Guitar,,,Reflective,Intimate,Human,Emotional,Stirring,Sombre,Drama,Documentary,Indie,Folk & Americana,,,
Tonality Star,,Fantasy 01,2:56,,instr,3,Steady,Synthesizer,Drum Machine,,Reflective,Inspiring,Light ,Optimistic,Positive,Happy,Business,Documentary,Makers & Creators,Electronic,Cinematic,,
Tonality Star,,Fantasy 02,2:07,,instr,3,Steady,Synthesizer,Drum Machine,,Reflective,Inspiring,Light ,Optimistic,Positive,Happy,Business,Documentary,Makers & Creators,Electronic,Cinematic,,
Tonality Star,,Fantasy 03,3:33,,instr,3,Steady,Synthesizer,Drum Machine,,Reflective,Inspiring,Light ,Optimistic,Positive,Happy,Business,Documentary,Makers & Creators,Electronic,Cinematic,,
Tonality Star,,Fantasy 04,1:16,,instr,3,Steady,Synthesizer,Drum Machine,,Reflective,Inspiring,Light ,Optimistic,Positive,Happy,Business,Documentary,Makers & Creators,Electronic,Cinematic,,
Tonality Star,,Fantasy 05,1:04,,instr,3,Steady,Synthesizer,Drum Machine,,Reflective,Inspiring,Light ,Optimistic,Positive,Happy,Business,Documentary,Makers & Creators,Electronic,Cinematic,,
Tonality Star,,Fantasy 06,1:06,,instr,3,Steady,Synthesizer,Drum Machine,,Reflective,Inspiring,Light ,Optimistic,Positive,Happy,Business,Documentary,Makers & Creators,Electronic,Cinematic,,
Tonality Star,,Fantasy 07,2:22,,instr,3,Steady,Synthesizer,Drum Machine,,Reflective,Inspiring,Light ,Optimistic,Positive,Happy,Business,Documentary,Makers & Creators,Electronic,Cinematic,,
Tonality Star,,Fantasy 08,2:33,,instr,3,Steady,Synthesizer,Drum Machine,,Reflective,Inspiring,Light ,Optimistic,Positive,Happy,Business,Documentary,Makers & Creators,Electronic,Cinematic,,
Tonality Star,,Fantasy 09,0:55,,instr,3,Steady,Synthesizer,Drum Machine,,Reflective,Inspiring,Light ,Optimistic,Positive,Happy,Business,Documentary,Makers & Creators,Electronic,Cinematic,,
Digital Woods,,Chris Savor Ttmo,3:25,,vox,3,Steady,Synthesizer,Drum Machine,,Sexy,Upbeat,Confident,Melodic,Pop,Precise,Business,Action ,Drama,Electronic,Pop,Dance,
Digital Woods,,Deuce Eclipse Mamita,3:07,,vox,3,Steady,Synthesizer,Drum Machine,,Sexy,Upbeat,Confident,Melodic,Pop,Precise,Business,Action ,Drama,Electronic,Pop,Dance,
Digital Woods,,Deuce Eclipse Soy Sonero,3:28,,vox,3,Steady,Synthesizer,Drum Machine,,Sexy,Upbeat,Confident,Melodic,Pop,Precise,Business,Action ,Drama,Electronic,Pop,Dance,
Digital Woods,,Imperial Drones The Fall,5:48,,vox,3,Steady,Synthesizer,Drum Machine,,Sexy,Upbeat,Confident,Melodic,Pop,Precise,Business,Action ,Drama,Electronic,Pop,Dance,
Digital Woods,,More Pressure,3:38,,vox,3,Steady,Synthesizer,Drum Machine,,Sexy,Upbeat,Confident,Melodic,Pop,Precise,Business,Action ,Drama,Electronic,Pop,Dance,
Digital Woods,,No More Chris Savor,2:44,,vox,3,Steady,Synthesizer,Drum Machine,,Sexy,Upbeat,Confident,Melodic,Pop,Precise,Business,Action ,Drama,Electronic,Pop,Dance,
Digital Woods,,Nolan Kennedy Devil Creep,4:16,,vox,3,Steady,Synthesizer,Drum Machine,,Sexy,Upbeat,Confident,Melodic,Pop,Precise,Business,Action ,Drama,Electronic,Pop,Dance,
Digital Woods,,Nolan Kennedy Take Me Home Pt 1,3:40,,vox,3,Steady,Synthesizer,Drum Machine,,Sexy,Upbeat,Confident,Melodic,Pop,Precise,Business,Action ,Drama,Electronic,Pop,Dance,
Digital Woods,,Nuve Half And Half Ft. Keek,2:24,,vox,3,Steady,Synthesizer,Drum Machine,,Sexy,Upbeat,Confident,Melodic,Pop,Precise,Business,Action ,Drama,Electronic,Pop,Dance,
Digital Woods,,Sacre Cheu Ascending To Thunderlust,4:31,,vox,3,Steady,Synthesizer,Drum Machine,,Sexy,Upbeat,Confident,Melodic,Pop,Precise,Business,Action ,Drama,Electronic,Pop,Dance,
Digital Woods,,Stavro T  Fever (Feat. Lucy Wood),4:49,,vox,3,Steady,Synthesizer,Drum Machine,,Sexy,Upbeat,Confident,Melodic,Pop,Precise,Business,Action ,Drama,Electronic,Pop,Dance,
Digital Woods,,Trent Park X Stella Gold For Glitter,3:35,,vox,3,Steady,Synthesizer,Drum Machine,,Sexy,Upbeat,Confident,Melodic,Pop,Precise,Business,Action ,Drama,Electronic,Pop,Dance,
David Szesztay,,At The Hospital,9:56,FMA,instr,3,Steady,Bass,Synthesizer,,Dark,Depressed,Emotional,Cold,,,Horror,Thriller & Suspense,,Cinematic,Ambient,,
David Szesztay,,Back,5:59,FMA,instr,3,Ascending,Drums,Piano,Electric Guitar,Confident,Pensive,Honorable,Melodic,Classic,Reflective,Documentary,Case Study,Business,Cinematic,Folk & Americana,,
David Szesztay,,Chords,4:52,FMA,instr,3,Steady,Electric Piano,,,Dark,Depressed,Emotional,Cold,,,Horror,Thriller & Suspense,,Cinematic,Ambient,,
David Szesztay,,Clue,4:14,FMA,instr,3,Steady,Electric Guitar,Hand Claps,,Upbeat,Imaginative,Confident,Gritty,Mischievous,,Makers & Creators,Business,Indie,Rock & Roll,Indie Pop,,
David Szesztay,,Clue-2,4:14,FMA,instr,3,Steady,Electric Guitar,Hand Claps,,Upbeat,Imaginative,Confident,Gritty,Mischievous,,Makers & Creators,Business,Indie,Rock & Roll,Indie Pop,,
David Szesztay,,Droid(Wake Up),4:50,FMA,instr,3,Steady,Electric Guitar,Bass,,Dark,Depressed,Emotional,Cold,Gritty,,Thriller & Suspense,Documentary,Indie,Rock & Roll,Cinematic,,
David Szesztay,,First Steps On Earth,4:17,FMA,instr,3,Steady,Electric Guitar,Drum Machine,,Upbeat,Imaginative,Confident,Gritty,Mischievous,,Makers & Creators,Business,Indie,Rock & Roll,Indie Pop,,
David Szesztay,,Loved (Short Version),3:39,FMA,instr,3,Steady,Synthesizer,Piano,,Reflective,Calm,Light ,Ethereal,Pensive,,Documentary,Drama,Historical,Folk & Americana,Cinematic,,
David Szesztay,,Medita,3:34,FMA,instr,3,Ascending,Piano,Strings,,Reflective,Calm,Light ,Ethereal,Pensive,,Documentary,Drama,Historical,Cinematic,Folk & Americana,,
David Szesztay,,Melting,2:53,FMA,instr,3,Steady,Acoustic Guitar,Drums,Bass,Bright,Classic,Pensive,Optimistic,,,Documentary,Drama,Documentary,Folk & Americana,Rock & Roll,Pop,
David Szesztay,,Mountains,6:10,FMA,instr,3,Steady,Bass,Drum Machine,Electric Guitar,Dark,Depressed,Emotional,Cold,Gritty,,Thriller & Suspense,Documentary,Indie,Cinematic,Downtempo,,
David Szesztay,,Nasty,2:51,FMA,instr,3,Steady,Electric Guitar,Drum Machine,,Sexy,Dark,Confident,Melodic,Pop,Precise,Business,Action ,Drama,Rock & Roll,Cinematic,Slowjams,
David Szesztay,,Smoke,3:24,FMA,instr,3,Steady,Piano,Strings,,Reflective,Calm,Light ,Ethereal,Pensive,,Documentary,Drama,Historical,Cinematic,Folk & Americana,,
David Szesztay,,Subway (Instrumental Version),4:36,FMA,instr,3,Multiple Build,Piano,Drum Machine,Strings,Reflective,Calm,Light ,Meandering,Pensive,,Documentary,Drama,Historical,Downtempo,Cinematic,Experimental,
